a2231016.121467
LAquila  10/03/2022 16:11:56 10/03/2022 16:12:14 0000 0000.000000 0000.000000 00.0 00.0
0002001 0100 0000000 0000 06 0000000 0000 0000000 0000
1 0 1 16380 0 0400 3.75 01064.o 0 0 01 000 16 002001 0.500 BT0 "IR-Channel"
1 2 1 02000 0 0400 3.75 01064.o 0 0 01 000 16 002001 0.500 S2A0 "IR-Channel"
1 1 1 16380 1 0850 3.75 00355.o 0 0 00 000 00 002001 3.1746 BC0 "AIR-UV"
1 3 1 02000 1 0850 3.75 00355.o 0 0 00 000 00 002001 3.1746 S2P0 "AIR-UV"
1 1 1 00010 0 0810 3.75 00387.o 0 0 00 000 00 002001 3.1746 BC1 "N2-UV"
1 1 1 00010 1 0900 0015 00386.p 0 0 00 000 00 002001 3.1746 BC2 "N2-UV"
1064.000 .o Analog 0 	1064.000 .o Analog StDev 0 	355.000 .o Photon Counting 0 	355.000 .o PC StDev 0 	387.000 .o Photon Counting 1 	386.000 .p Photon Counting 2 
5.48163	0.000580171	0	0	0	0
5.48283	0.000583752	0	0	0	0
5.4823	0.000579319	0	0	0	0
5.48203	0.000567979	0	0	0	0
5.48353	0.000571645	0	0	0	0
5.48317	0.000562779	0	0	0	0
5.48197	0.000588185	0	0	0	0
5.48214	0.000565166	0	0	0	0
5.48245	0.000585713	0	0	0	0
5.48135	0.000587844	0	0	0	0
5.48244	0.000580171	0	0	0	0
5.48378	0.000590572	0	0	0	0
5.48193	0.000585287	0	0	0	0
5.48233	0.000577358	0	0	0	0
5.4824	0.000580342	0	0	0	0
5.48152	0.00058162	0	0	0	0
5.48178	0.000585031	0	0	0	0
5.48243	0.00058469	0	0	0	0
5.48291	0.000575226	0	0	0	0
5.48171	0.000574203	0	0	0	0
5.48238	0.000585287	0	0	0	0
5.48212	0.000578637	0	0	0	0
5.48221	0.000569088	0	0	0	0
5.48226	0.000573351	0	0	0	0
5.48156	0.000563461	0	0	0	0
5.48185	0.000567468	0	0	0	0
5.48182	0.000578978	0	0	0	0
5.4813	0.000571219	0	0	0	0
5.48202	0.000577187	0	0	0	0
5.4824	0.000571987	0	0	0	0
5.48163	0.000575738	0	0	0	0
5.48269	0.000563376	0	0	0	0
5.48261	0.000587929	0	0	0	0
5.48216	0.000578125	0	0	0	0
5.48226	0.000573265	0	0	0	0
5.4827	0.000589464	0	0	0	0
5.48174	0.00057659	0	0	0	0
5.48381	0.000578892	0	0	0	0
5.4825	0.000587077	0	0	0	0
5.48102	0.000553571	0	0	0	0
5.48176	0.000565422	0	0	0	0
5.4817	0.000577613	0	0	0	0
5.48203	0.000568747	0	0	0	0
5.48224	0.000570196	0	0	0	0
5.4821	0.000571304	0	0	0	0
5.48282	0.000569514	0	0	0	0
5.48227	0.000576676	0	0	0	0
5.48185	0.000579915	0	0	0	0
5.48236	0.000578295	0	0	0	0
5.48185	0.000583326	0	0	0	0
5.48088	0.000591084	0	0	0	0
5.48127	0.000570367	0	0	0	0
5.48171	0.000575312	0	0	0	0
5.48204	0.000580427	0	0	0	0
5.48171	0.000570196	0	0	0	0
5.48176	0.00057156	0	0	0	0
5.48202	0.000584604	0	0	0	0
5.48076	0.000581109	0	0	0	0
5.48097	0.000567809	0	0	0	0
5.48237	0.000569344	0	0	0	0
5.48247	0.000570281	0	0	0	0
5.48266	0.000575226	0	0	0	0
5.48232	0.00058145	0	0	0	0
5.48144	0.000582047	0	0	0	0
5.48206	0.000565763	0	0	0	0
5.48238	0.000558175	0	0	0	0
5.48223	0.000578807	0	0	0	0
5.48251	0.000575056	0	0	0	0
5.48343	0.00056977	0	0	0	0
5.48266	0.000582473	0	0	0	0
5.48278	0.000568406	0	0	0	0
5.48297	0.000586821	0	0	0	0
5.48214	0.000567297	0	0	0	0
5.48171	0.000579745	0	0	0	0
5.48276	0.000584008	0	0	0	0
5.48216	0.000582899	0	0	0	0
5.4828	0.000565933	0	0	0	0
5.48306	0.000574885	0	0	0	0
5.48298	0.000574374	0	0	0	0
5.48205	0.000579489	0	0	0	0
5.48166	0.000581024	0	0	0	0
5.48195	0.000583581	0	0	0	0
5.48265	0.000570793	0	0	0	0
5.48178	0.000562182	0	0	0	0
5.48238	0.000573606	0	0	0	0
5.48284	0.000575482	0	0	0	0
5.48298	0.000579489	0	0	0	0
5.48182	0.000573095	0	0	0	0
5.4826	0.000563631	0	0	0	0
5.48309	0.000589549	0	0	0	0
5.483	0.000571987	0	0	0	0
5.48325	0.000566104	0	0	0	0
5.48236	0.000575482	0	0	0	0
5.48298	0.000580853	0	0	0	0
5.48359	0.000582899	0	0	0	0
5.48333	0.000582899	0	0	0	0
5.48316	0.000568832	0	0	0	0
5.48177	0.000584946	0	0	0	0
5.48235	0.000578295	0	0	0	0
5.48199	0.000572072	0	0	0	0
5.48277	0.000569599	0	0	0	0
5.48219	0.000570281	0	0	0	0
5.48255	0.000580342	0	0	0	0
5.48325	0.000571901	0	0	0	0
5.48189	0.000574374	0	0	0	0
5.48231	0.000568832	0	0	0	0
5.48234	0.000565336	0	0	0	0
5.4826	0.000585116	0	0	0	0
5.4824	0.00057156	0	0	0	0
5.48237	0.000571987	0	0	0	0
5.48238	0.000579745	0	0	0	0
5.48223	0.000573351	0	0	0	0
5.48247	0.000570196	0	0	0	0
5.48292	0.000552122	0	0	0	0
5.48214	0.0005881	0	0	0	0
5.48243	0.000573777	0	0	0	0
5.48306	0.000570452	0	0	0	0
5.4827	0.000580171	0	0	0	0
5.48262	0.000581876	0	0	0	0
5.48193	0.00057318	0	0	0	0
5.48271	0.000585798	0	0	0	0
5.48349	0.00059296	0	0	0	0
5.48292	0.000565848	0	0	0	0
5.48262	0.000567127	0	0	0	0
5.48334	0.00057318	0	0	0	0
5.48229	0.000582729	0	0	0	0
5.48208	0.00057139	0	0	0	0
5.48237	0.000572583	0	0	0	0
5.48174	0.000562182	0	0	0	0
5.48245	0.000562267	0	0	0	0
5.48293	0.00057156	0	0	0	0
5.48298	0.000570367	0	0	0	0
5.48211	0.000580683	0	0	0	0
5.48174	0.00057642	0	0	0	0
5.48193	0.000581365	0	0	0	0
5.48214	0.000571219	0	0	0	0
5.48252	0.000578722	0	0	0	0
5.48226	0.000575141	0	0	0	0
5.48295	0.000578551	0	0	0	0
5.4822	0.000575056	0	0	0	0
5.48175	0.000585798	0	0	0	0
5.48302	0.000572754	0	0	0	0
5.4824	0.000578637	0	0	0	0
5.48174	0.000589379	0	0	0	0
5.482	0.000581279	0	0	0	0
5.48268	0.000562608	0	0	0	0
5.48176	0.000582303	0	0	0	0
5.48201	0.000582303	0	0	0	0
5.4828	0.000577699	0	0	0	0
5.48153	0.000553401	0	0	0	0
5.48231	0.000576249	0	0	0	0
5.48233	0.000572413	0	0	0	0
5.48125	0.000574629	0	0	0	0
5.48252	0.000570963	0	0	0	0
5.48276	0.000578978	0	0	0	0
5.48185	0.000583326	0	0	0	0
5.48133	0.000581109	0	0	0	0
5.48232	0.000569514	0	0	0	0
5.482	0.000585969	0	0	0	0
5.48186	0.000582558	0	0	0	0
5.48252	0.000565678	0	0	0	0
5.48215	0.000564654	0	0	0	0
5.48231	0.000572498	0	0	0	0
5.48216	0.000558686	0	0	0	0
5.48285	0.000576079	0	0	0	0
5.48222	0.00057301	0	0	0	0
5.48241	0.000584008	0	0	0	0
5.4821	0.00056977	0	0	0	0
5.48217	0.000567724	0	0	0	0
5.48153	0.000559965	0	0	0	0
5.48241	0.000561841	0	0	0	0
5.4818	0.000578551	0	0	0	0
5.48198	0.000570622	0	0	0	0
5.48152	0.000577272	0	0	0	0
5.48202	0.000574203	0	0	0	0
5.48322	0.000577443	0	0	0	0
5.48229	0.000580512	0	0	0	0
5.48282	0.000575312	0	0	0	0
5.48208	0.000570111	0	0	0	0
5.48179	0.000573095	0	0	0	0
5.4818	0.000586054	0	0	0	0
5.48323	0.000585628	0	0	0	0
5.48345	0.000585542	0	0	0	0
5.48262	0.000580597	0	0	0	0
5.4822	0.000560221	0	0	0	0
5.48236	0.000568917	0	0	0	0
5.48239	0.000576846	0	0	0	0
5.48236	0.000562694	0	0	0	0
5.48227	0.000574715	0	0	0	0
5.48232	0.000569173	0	0	0	0
5.48264	0.000581365	0	0	0	0
5.48246	0.00057983	0	0	0	0
5.48192	0.000570367	0	0	0	0
5.48232	0.000572072	0	0	0	0
5.48214	0.0005748	0	0	0	0
5.48234	0.000570111	0	0	0	0
5.48227	0.000571901	0	0	0	0
5.4818	0.000575141	0	0	0	0
5.48182	0.000568576	0	0	0	0
5.48232	0.000569685	0	0	0	0
5.48241	0.000568747	0	0	0	0
5.48143	0.000580427	0	0	0	0
5.48134	0.000570878	0	0	0	0
5.48165	0.000584008	0	0	0	0
5.48203	0.000569429	0	0	0	0
5.4821	0.00058469	0	0	0	0
5.48279	0.000584093	0	0	0	0
5.48315	0.000588867	0	0	0	0
5.48245	0.00056329	0	0	0	0
5.48304	0.00055485	0	0	0	0
5.48276	0.000581365	0	0	0	0
5.48219	0.000577443	0	0	0	0
5.48236	0.000558004	0	0	0	0
5.48287	0.000571645	0	0	0	0
5.48273	0.000570708	0	0	0	0
5.48261	0.000565166	0	0	0	0
5.48135	0.00058469	0	0	0	0
5.48171	0.000591425	0	0	0	0
5.48179	0.000569514	0	0	0	0
5.48213	0.000575908	0	0	0	0
5.48256	0.000570708	0	0	0	0
5.48245	0.000573095	0	0	0	0
5.4813	0.000583155	0	0	0	0
5.48266	0.000573606	0	0	0	0
5.48221	0.000576846	0	0	0	0
5.48251	0.000565507	0	0	0	0
5.4834	0.00057497	0	0	0	0
5.48131	0.000592107	0	0	0	0
5.48193	0.000577017	0	0	0	0
5.48283	0.00057139	0	0	0	0
5.483	0.000598587	0	0	0	0
5.48251	0.000580768	0	0	0	0
5.48183	0.000569685	0	0	0	0
5.48196	0.000565336	0	0	0	0
5.48283	0.000549223	0	0	0	0
5.48138	0.000560306	0	0	0	0
5.48224	0.000575908	0	0	0	0
5.48193	0.000572839	0	0	0	0
5.48187	0.000567809	0	0	0	0
5.48157	0.000568491	0	0	0	0
5.48168	0.000566701	0	0	0	0
5.4814	0.000577358	0	0	0	0
5.48149	0.000573265	0	0	0	0
5.48234	0.000573606	0	0	0	0
5.48248	0.000572157	0	0	0	0
5.48239	0.000574544	0	0	0	0
5.48298	0.000577784	0	0	0	0
5.48286	0.00057301	0	0	0	0
5.48308	0.000572754	0	0	0	0
5.4821	0.000572924	0	0	0	0
5.48307	0.000566615	0	0	0	0
5.4826	0.000562694	0	0	0	0
5.4832	0.000566019	0	0	0	0
5.48371	0.000584349	0	0	0	0
5.48329	0.000587162	0	0	0	0
5.48295	0.000563461	0	0	0	0
5.48131	0.000576335	0	0	0	0
5.48185	0.000566615	0	0	0	0
5.48209	0.000567809	0	0	0	0
5.48165	0.00057804	0	0	0	0
5.48162	0.000582814	0	0	0	0
5.48179	0.000572924	0	0	0	0
5.48158	0.000571219	0	0	0	0
5.48174	0.000564143	0	0	0	0
5.48293	0.000563205	0	0	0	0
5.48192	0.000578466	0	0	0	0
5.48293	0.000589805	0	0	0	0
5.48238	0.000570367	0	0	0	0
5.48263	0.000574629	0	0	0	0
5.4829	0.000568235	0	0	0	0
5.48272	0.000588271	0	0	0	0
5.48235	0.000565251	0	0	0	0
5.48212	0.00057318	0	0	0	0
5.48237	0.000565678	0	0	0	0
5.48217	0.000578295	0	0	0	0
5.48192	0.000573692	0	0	0	0
5.48197	0.000586395	0	0	0	0
5.48177	0.000565933	0	0	0	0
5.48179	0.000578551	0	0	0	0
5.48256	0.000584178	0	0	0	0
5.48235	0.000569173	0	0	0	0
5.48237	0.000582729	0	0	0	0
5.48206	0.000556555	0	0	0	0
5.48147	0.000582047	0	0	0	0
5.48217	0.000583496	0	0	0	0
5.48197	0.000583837	0	0	0	0
5.48148	0.00056832	0	0	0	0
5.48198	0.000568747	0	0	0	0
5.48199	0.000565763	0	0	0	0
5.48137	0.000567212	0	0	0	0
5.48257	0.000579574	0	0	0	0
5.48237	0.000580171	0	0	0	0
5.48214	0.000575397	0	0	0	0
5.48167	0.000585031	0	0	0	0
5.48261	0.000575908	0	0	0	0
5.48201	0.000580342	0	0	0	0
5.48248	0.00057821	0	0	0	0
5.4825	0.000573351	0	0	0	0
5.48285	0.000575994	0	0	0	0
5.48216	0.000583326	0	0	0	0
5.4817	0.000585713	0	0	0	0
5.48264	0.00057642	0	0	0	0
5.4818	0.000580342	0	0	0	0
5.48365	0.000565678	0	0	0	0
5.48261	0.000572924	0	0	0	0
5.48209	0.000559113	0	0	0	0
5.48265	0.000575141	0	0	0	0
5.48307	0.000568661	0	0	0	0
5.48282	0.000563717	0	0	0	0
5.48215	0.000575226	0	0	0	0
5.48307	0.000571049	0	0	0	0
5.48221	0.000555191	0	0	0	0
5.4822	0.000556214	0	0	0	0
5.48312	0.000566019	0	0	0	0
5.48242	0.000592192	0	0	0	0
5.4815	0.000587162	0	0	0	0
5.4816	0.000569173	0	0	0	0
5.48237	0.000577102	0	0	0	0
5.48161	0.000582814	0	0	0	0
5.4824	0.000572072	0	0	0	0
5.48145	0.000575738	0	0	0	0
5.48197	0.000588867	0	0	0	0
5.48271	0.000579404	0	0	0	0
5.48158	0.000587333	0	0	0	0
5.48101	0.00057966	0	0	0	0
5.48187	0.000577784	0	0	0	0
5.48226	0.000577954	0	0	0	0
5.48195	0.000581194	0	0	0	0
5.48254	0.00056653	0	0	0	0
5.48205	0.000588271	0	0	0	0
5.48331	0.00057642	0	0	0	0
5.48388	0.000567638	0	0	0	0
5.4821	0.000592363	0	0	0	0
5.48272	0.000576676	0	0	0	0
5.48345	0.000557919	0	0	0	0
5.48292	0.000568917	0	0	0	0
5.48227	0.000582729	0	0	0	0
5.48183	0.000581706	0	0	0	0
5.48189	0.000586395	0	0	0	0
5.48197	0.000600888	0	0	0	0
5.48181	0.000566871	0	0	0	0
5.48298	0.000585883	0	0	0	0
5.48256	0.000588526	0	0	0	0
5.48307	0.000564399	0	0	0	0
5.48132	0.000581791	0	0	0	0
5.48163	0.000574288	0	0	0	0
5.48231	0.000588953	0	0	0	0
5.48256	0.000587333	0	0	0	0
5.48214	0.000582473	0	0	0	0
5.48313	0.000580938	0	0	0	0
5.48285	0.000565166	0	0	0	0
5.48216	0.000571304	0	0	0	0
5.48191	0.000571134	0	0	0	0
5.48204	0.000566615	0	0	0	0
5.48216	0.00055809	0	0	0	0
5.48267	0.00056329	0	0	0	0
5.4816	0.000556129	0	0	0	0
5.48212	0.000575823	0	0	0	0
5.48229	0.000583411	0	0	0	0
5.48184	0.000576079	0	0	0	0
5.48219	0.000570196	0	0	0	0
5.48274	0.000556214	0	0	0	0
5.48257	0.000581365	0	0	0	0
5.48234	0.000558004	0	0	0	0
5.48257	0.000566274	0	0	0	0
5.48248	0.000566786	0	0	0	0
5.48229	0.000571049	0	0	0	0
5.48331	0.000586395	0	0	0	0
5.48325	0.000577954	0	0	0	0
5.48084	0.000568661	0	0	0	0
5.48167	0.000573606	0	0	0	0
5.48226	0.0005748	0	0	0	0
5.48278	0.000574885	0	0	0	0
5.48223	0.000598246	0	0	0	0
5.4825	0.000584946	0	0	0	0
5.4823	0.000578295	0	0	0	0
5.48177	0.000586054	0	0	0	0
5.48314	0.000585883	0	0	0	0
5.48288	0.000576079	0	0	0	0
5.48276	0.000558431	0	0	0	0
5.48212	0.00055988	0	0	0	0
5.48197	0.000586395	0	0	0	0
5.48187	0.000581791	0	0	0	0
5.4821	0.000573606	0	0	0	0
5.48245	0.000590317	0	0	0	0
5.48269	0.000586565	0	0	0	0
5.48196	0.00058469	0	0	0	0
5.48248	0.000605407	0	0	0	0
5.4834	0.000582047	0	0	0	0
5.48319	0.000565933	0	0	0	0
5.48282	0.000585031	0	0	0	0
5.48261	0.000575567	0	0	0	0
5.4827	0.0005881	0	0	0	0
5.48214	0.000580683	0	0	0	0
5.4818	0.00056312	0	0	0	0
5.48195	0.000569003	0	0	0	0
5.482	0.000569003	0	0	0	0
5.48171	0.000569173	0	0	0	0
5.48184	0.000552292	0	0	0	0
5.482	0.000577869	0	0	0	0
5.48258	0.000586054	0	0	0	0
5.48212	0.000579319	0	0	0	0
5.48261	0.000573095	0	0	0	0
5.48323	0.000559198	0	0	0	0
5.4823	0.000588867	0	0	0	0
5.4826	0.000576335	0	0	0	0
5.48202	0.000572754	0	0	0	0
5.48245	0.000582217	0	0	0	0
5.48206	0.00059654	0	0	0	0
5.48229	0.000582814	0	0	0	0
5.48201	0.000577358	0	0	0	0
5.48248	0.000570537	0	0	0	0
5.48256	0.000583496	0	0	0	0
5.48226	0.000573947	0	0	0	0
5.48157	0.000595858	0	0	0	0
5.48243	0.000568065	0	0	0	0
5.4826	0.000581109	0	0	0	0
5.4829	0.00055988	0	0	0	0
5.48339	0.000557834	0	0	0	0
5.48205	0.000570111	0	0	0	0
5.48232	0.000568406	0	0	0	0
5.48233	0.000582729	0	0	0	0
5.48182	0.000558772	0	0	0	0
5.48214	0.000560818	0	0	0	0
5.48297	0.00057642	0	0	0	0
5.48275	0.000577443	0	0	0	0
5.4825	0.000567042	0	0	0	0
5.48234	0.000562438	0	0	0	0
5.48206	0.000576249	0	0	0	0
5.48168	0.000580086	0	0	0	0
5.48276	0.000572157	0	0	0	0
5.48294	0.000570026	0	0	0	0
5.48157	0.000591425	0	0	0	0
5.48226	0.000579233	0	0	0	0
5.4825	0.000579319	0	0	0	0
5.48246	0.000572839	0	0	0	0
5.48221	0.000580683	0	0	0	0
5.48231	0.000580512	0	0	0	0
5.48215	0.000572669	0	0	0	0
5.48271	0.000573265	0	0	0	0
5.48213	0.000570537	0	0	0	0
5.48214	0.000567212	0	0	0	0
5.4824	0.000565933	0	0	0	0
5.48176	0.000574033	0	0	0	0
5.48204	0.000576079	0	0	0	0
5.48258	0.000566786	0	0	0	0
5.48104	0.000573947	0	0	0	0
5.48136	0.000579319	0	0	0	0
5.48117	0.000577613	0	0	0	0
5.48228	0.000567297	0	0	0	0
5.48238	0.000589805	0	0	0	0
5.48238	0.000566701	0	0	0	0
5.482	0.00057804	0	0	0	0
5.48194	0.000570537	0	0	0	0
5.48195	0.000580597	0	0	0	0
5.48182	0.000575823	0	0	0	0
5.48322	0.000563205	0	0	0	0
5.48247	0.000577699	0	0	0	0
5.48233	0.000589805	0	0	0	0
5.48252	0.000556299	0	0	0	0
5.48285	0.000576676	0	0	0	0
5.48153	0.000573947	0	0	0	0
5.4822	0.000577443	0	0	0	0
5.48261	0.000556299	0	0	0	0
5.48228	0.000581791	0	0	0	0
5.48161	0.000577699	0	0	0	0
5.48211	0.000559369	0	0	0	0
5.48297	0.000567383	0	0	0	0
5.4832	0.000586224	0	0	0	0
5.48176	0.000572328	0	0	0	0
5.48154	0.00056977	0	0	0	0
5.48287	0.00056815	0	0	0	0
5.48298	0.000570196	0	0	0	0
5.48264	0.000560647	0	0	0	0
5.48268	0.00056653	0	0	0	0
5.48224	0.000561756	0	0	0	0
5.48172	0.000567468	0	0	0	0
5.48277	0.00057318	0	0	0	0
5.48294	0.000582388	0	0	0	0
5.483	0.000568576	0	0	0	0
5.48243	0.00056815	0	0	0	0
5.48211	0.000582047	0	0	0	0
5.48279	0.000570537	0	0	0	0
5.48204	0.000575482	0	0	0	0
5.48237	0.000576676	0	0	0	0
5.4819	0.000577272	0	0	0	0
5.48173	0.000578807	0	0	0	0
5.4815	0.00057659	0	0	0	0
5.48321	0.000586395	0	0	0	0
5.48202	0.00057659	0	0	0	0
5.48171	0.000564484	0	0	0	0
5.48199	0.000568747	0	0	0	0
5.48162	0.000575141	0	0	0	0
5.48197	0.00058469	0	0	0	0
5.48227	0.00057301	0	0	0	0
5.48262	0.00058648	0	0	0	0
5.48188	0.000582558	0	0	0	0
5.48257	0.000578892	0	0	0	0
5.48202	0.000567383	0	0	0	0
5.48289	0.000595688	0	0	0	0
5.48293	0.000578551	0	0	0	0
5.48237	0.000585201	0	0	0	0
5.48146	0.000579489	0	0	0	0
5.48195	0.000588953	0	0	0	0
5.48329	0.000588356	0	0	0	0
5.48288	0.000576931	0	0	0	0
5.48275	0.000568576	0	0	0	0
5.48224	0.000588441	0	0	0	0
5.48189	0.000573265	0	0	0	0
5.48343	0.000563376	0	0	0	0
5.4828	0.000571901	0	0	0	0
5.4826	0.000594921	0	0	0	0
5.48247	0.00057642	0	0	0	0
5.48213	0.000572669	0	0	0	0
5.48314	0.000570537	0	0	0	0
5.48174	0.000569685	0	0	0	0
5.4823	0.000576164	0	0	0	0
5.48271	0.000585201	0	0	0	0
5.48136	0.000579404	0	0	0	0
5.48183	0.000579574	0	0	0	0
5.48306	0.000567042	0	0	0	0
5.48259	0.00057804	0	0	0	0
5.48283	0.000588015	0	0	0	0
5.4829	0.000575226	0	0	0	0
5.48347	0.00056994	0	0	0	0
5.48298	0.000581962	0	0	0	0
5.48256	0.000572413	0	0	0	0
5.48261	0.000583411	0	0	0	0
5.48278	0.000579404	0	0	0	0
5.4826	0.000577699	0	0	0	0
5.4816	0.000572328	0	0	0	0
5.48263	0.000578466	0	0	0	0
5.48268	0.000607197	0	0	0	0
5.48164	0.00058469	0	0	0	0
5.48193	0.00056636	0	0	0	0
5.48158	0.000569429	0	0	0	0
5.48133	0.000591596	0	0	0	0
5.48233	0.00057318	0	0	0	0
5.48206	0.000570963	0	0	0	0
5.48226	0.000583581	0	0	0	0
5.48128	0.000568491	0	0	0	0
5.48155	0.000581535	0	0	0	0
5.48161	0.000590402	0	0	0	0
5.48155	0.000570026	0	0	0	0
5.48203	0.000578125	0	0	0	0
5.48307	0.000594409	0	0	0	0
5.48328	0.000585883	0	0	0	0
5.48286	0.000572498	0	0	0	0
5.48255	0.000583326	0	0	0	0
5.48279	0.000562011	0	0	0	0
5.48253	0.000584349	0	0	0	0
5.48251	0.00058989	0	0	0	0
5.48304	0.000573606	0	0	0	0
5.48301	0.000581109	0	0	0	0
5.48216	0.000573351	0	0	0	0
5.48179	0.000576846	0	0	0	0
5.48218	0.00056977	0	0	0	0
5.48231	0.000585628	0	0	0	0
5.48219	0.000572924	0	0	0	0
5.48261	0.000584178	0	0	0	0
5.48159	0.000569088	0	0	0	0
5.4806	0.000557663	0	0	0	0
5.48163	0.000563546	0	0	0	0
5.48179	0.000589464	0	0	0	0
5.48112	0.000563802	0	0	0	0
5.4827	0.000562353	0	0	0	0
5.48339	0.000569173	0	0	0	0
5.48239	0.000575653	0	0	0	0
5.48238	0.000585628	0	0	0	0
5.48318	0.000576761	0	0	0	0
5.48284	0.000583326	0	0	0	0
5.48285	0.000578551	0	0	0	0
5.48233	0.000578381	0	0	0	0
5.48253	0.000580342	0	0	0	0
5.48293	0.000573265	0	0	0	0
5.48331	0.000561756	0	0	0	0
5.48339	0.000571645	0	0	0	0
5.48171	0.000588867	0	0	0	0
5.48182	0.000568491	0	0	0	0
5.48231	0.000584263	0	0	0	0
5.48157	0.00059134	0	0	0	0
5.48165	0.000582303	0	0	0	0
5.4825	0.000569685	0	0	0	0
5.48254	0.000559198	0	0	0	0
5.48196	0.000584349	0	0	0	0
5.48235	0.000585116	0	0	0	0
5.48198	0.00057139	0	0	0	0
5.48259	0.000580427	0	0	0	0
5.48252	0.000597222	0	0	0	0
5.48176	0.000574118	0	0	0	0
5.48257	0.000594238	0	0	0	0
5.48335	0.000581962	0	0	0	0
5.48273	0.000589976	0	0	0	0
5.48231	0.00057497	0	0	0	0
5.48243	0.000581791	0	0	0	0
5.48241	0.000574459	0	0	0	0
5.48187	0.000588441	0	0	0	0
5.48307	0.00055988	0	0	0	0
5.48292	0.000569088	0	0	0	0
5.48201	0.000571645	0	0	0	0
5.48191	0.000596285	0	0	0	0
5.48161	0.000575994	0	0	0	0
5.48224	0.000581706	0	0	0	0
5.48192	0.000589464	0	0	0	0
5.4823	0.000571816	0	0	0	0
5.48306	0.000578466	0	0	0	0
5.48265	0.00057318	0	0	0	0
5.48294	0.000572839	0	0	0	0
5.48181	0.000566274	0	0	0	0
5.4827	0.000578978	0	0	0	0
5.48252	0.000577613	0	0	0	0
5.48234	0.000576676	0	0	0	0
5.48245	0.000575141	0	0	0	0
5.48301	0.000569685	0	0	0	0
5.48211	0.000580001	0	0	0	0
5.48184	0.000574544	0	0	0	0
5.48171	0.000566871	0	0	0	0
5.48142	0.000588271	0	0	0	0
5.48281	0.000588185	0	0	0	0
5.48229	0.00057983	0	0	0	0
5.4817	0.000559369	0	0	0	0
5.48205	0.000577613	0	0	0	0
5.48276	0.000588612	0	0	0	0
5.48283	0.000567809	0	0	0	0
5.48237	0.000562779	0	0	0	0
5.48118	0.000567042	0	0	0	0
5.48194	0.000572242	0	0	0	0
5.48233	0.00057966	0	0	0	0
5.48211	0.000575312	0	0	0	0
5.48335	0.000576931	0	0	0	0
5.48426	0.000578551	0	0	0	0
5.48312	0.000568491	0	0	0	0
5.48197	0.000577102	0	0	0	0
5.48197	0.000594494	0	0	0	0
5.48201	0.000571219	0	0	0	0
5.48268	0.000576079	0	0	0	0
5.48281	0.000586139	0	0	0	0
5.48248	0.000584178	0	0	0	0
5.48231	0.000586565	0	0	0	0
5.48234	0.000564484	0	0	0	0
5.48231	0.000575823	0	0	0	0
5.48306	0.000567553	0	0	0	0
5.48222	0.000586054	0	0	0	0
5.48206	0.000578551	0	0	0	0
5.48331	0.000565678	0	0	0	0
5.48219	0.000558686	0	0	0	0
5.48221	0.000589208	0	0	0	0
5.48327	0.00058307	0	0	0	0
5.4826	0.000574544	0	0	0	0
5.48089	0.000558431	0	0	0	0
5.48154	0.000572839	0	0	0	0
5.48267	0.000577443	0	0	0	0
5.48197	0.00058162	0	0	0	0
5.48209	0.000575226	0	0	0	0
5.48242	0.000561244	0	0	0	0
5.48187	0.000563461	0	0	0	0
5.48138	0.000575482	0	0	0	0
5.4825	0.00057318	0	0	0	0
5.48266	0.000577102	0	0	0	0
5.48174	0.000586224	0	0	0	0
5.48221	0.000579404	0	0	0	0
5.48236	0.000576249	0	0	0	0
5.48241	0.000569855	0	0	0	0
5.48299	0.000570878	0	0	0	0
5.48313	0.000563887	0	0	0	0
5.48132	0.000578295	0	0	0	0
5.48165	0.000576249	0	0	0	0
5.48185	0.000591851	0	0	0	0
5.48197	0.000579574	0	0	0	0
5.48303	0.000591851	0	0	0	0
5.48275	0.00056329	0	0	0	0
5.48231	0.000550331	0	0	0	0
5.48274	0.000572498	0	0	0	0
5.48328	0.000575141	0	0	0	0
5.48322	0.000572157	0	0	0	0
5.48237	0.000579233	0	0	0	0
5.48288	0.000575653	0	0	0	0
5.48283	0.000573777	0	0	0	0
5.48199	0.000576761	0	0	0	0
5.48238	0.000563546	0	0	0	0
5.48272	0.000578551	0	0	0	0
5.48218	0.000573095	0	0	0	0
5.48243	0.000589379	0	0	0	0
5.48299	0.000573095	0	0	0	0
5.48208	0.000582473	0	0	0	0
5.48195	0.000567809	0	0	0	0
5.48296	0.000569429	0	0	0	0
5.48273	0.000571987	0	0	0	0
5.48096	0.000589038	0	0	0	0
5.48172	0.000600718	0	0	0	0
5.48303	0.000574544	0	0	0	0
5.48399	0.000569855	0	0	0	0
5.48256	0.000569514	0	0	0	0
5.48216	0.000590317	0	0	0	0
5.48267	0.000578722	0	0	0	0
5.48254	0.000571304	0	0	0	0
5.4829	0.000584263	0	0	0	0
5.48296	0.000567724	0	0	0	0
5.48285	0.000581706	0	0	0	0
5.48316	0.000577528	0	0	0	0
5.48208	0.000572754	0	0	0	0
5.48162	0.000572157	0	0	0	0
5.48186	0.000577613	0	0	0	0
5.48178	0.000579404	0	0	0	0
5.48211	0.000567809	0	0	0	0
5.48246	0.000581706	0	0	0	0
5.48134	0.000579319	0	0	0	0
5.48157	0.000577954	0	0	0	0
5.4821	0.00058145	0	0	0	0
5.4831	0.000570878	0	0	0	0
